Audio_Song,Lyric_Song,Quadrant,Artist,Title,Genres
MT0012649676,MT0012649676,Q2,Cro-Mags,It's the Limit,Pop/Rock
MT0012658386,MT0012658386,Q3,Buddy Johnson,Since I Fell for You,"Blues,Jazz,R&B"
MT0012666474,MT0012666474,Q3,The Verve,The Drugs Don't Work,Pop/Rock
MT0012697686,MT0012697686,Q1,Artie Shaw & His Orchestra,I Could Write a Book,Jazz
MT0012698055,MT0012698055,Q4,"Harry Connick, Jr.",(It Must Have Been Ol') Santa Claus,"Holiday,Pop/Rock"
MT0012738934,MT0012738934,Q2,Anti-Nowhere League,So What,"Pop/Rock,Punk/New Wave,Punk,British Punk"
MT0012740185,MT0012740185,Q4,Dean Martin,Sophia,Vocal
MT0012773883,MT0012773883,Q4,Paul Desmond,Like Someone in Love,"Jazz,Vocal"
MT0012777233,MT0012777233,Q1,Gigi D'Agostino,La Passion,Electronic
MT0012811141,MT0012811141,Q3,Conway Twitty,I Can't Stop Loving You,Country
MT0012823048,MT0012823048,Q3,Conway Twitty,"Darling, You Know I Wouldn't Lie",Country
MT0012844418,MT0012844418,Q3,Conway Twitty,I Wonder What She'll Think About Me Leaving,Country
MT0012854734,MT0012854734,Q3,Little Jimmy Dickens,The Violet and a Rose,Country
MT0012855159,MT0012855159,Q2,Iced Earth,Desert Rain,Pop/Rock
MT0012862507,MT0012862507,Q4,Willie Nelson,I Guess I've Come to Live Here in Your Eyes,"Country,Pop/Rock,Reggae"
MT0012863101,MT0012863101,Q1,Billy Joel,You're Only Human (Second Wind),"Album Rock,Contemporary Pop/Rock,Soft Rock,Pop/Rock"
MT0012865192,MT0012865192,Q2,G.B.H.,Boston Babies,Pop/Rock
MT0012895822,MT0012895822,Q1,Fred Astaire,Shall We Dance?,"Stage & Screen,Vocal"
MT0012909507,MT0012909507,Q2,G.B.H.,Limpwristed,Pop/Rock
MT0012914763,MT0012914763,Q2,Atari Teenage Riot,Get Up While You Can,Electronic
MT0012930833,MT0012930833,Q2,Eminem,Soldier,Rap
MT0012933678,MT0012933678,Q1,Marc Anthony,The Mexican 2002,"Electronic,Latin,Pop/Rock"
MT0012976100,MT0012976100,Q1,Robert Petway,Boggie Woogie Woman,Blues
MT0012988776,MT0012988776,Q3,Conway Twitty,How Much More Can She Stand,Country
MT0013003902,MT0013003902,Q4,Al Hibbler,Dedicated to You,"Blues,Jazz,Vocal"
MT0013056573,MT0013056573,Q4,Great Vocalists,Over the Rainbow,"Stage & Screen,Vocal"
MT0013056830,MT0013056830,Q4,Marty Robbins,Fly Butterfly Fly,Country
MT0013058008,MT0013058008,Q2,AC/DC,Flick of the Switch,Pop/Rock
MT0013064857,MT0013064857,Q1,Supergrass,Evening of the Day,Pop/Rock
MT0013070871,MT0013070871,Q3,Hank Snow,I Went to Your Wedding,Country
MT0013087767,MT0013087767,Q2,Adam West,Rocks Will Fall,Pop/Rock
MT0013101577,MT0013101577,Q1,Paul McCartney,I Saw Her Standing There,Pop/Rock
MT0013104929,MT0013104929,Q1,Chaka Khan,I Feel for You,"Electronic,Pop/Rock,R&B"
MT0013115311,MT0013115311,Q4,Paul McCartney,Blackbird,Pop/Rock
MT0013156036,MT0013156036,Q2,The Devil Dogs,Suck the Dog,Pop/Rock
MT0013161246,MT0013161246,Q3,The Sir Douglas Quintet + 2,I'm Glad for Your Sake (But I'm Sorry for Mine),"Latin,Pop/Rock"
MT0013176970,MT0013176970,Q4,Pete Seeger,Hobo's Lullaby,Children's
MT0013177702,MT0013177702,Q4,Blossom Dearie,Sweet Georgie Fame,"Easy Listening,Jazz,Vocal"
MT0013184611,MT0013184611,Q1,George Thorogood,Gear Jammer,"Blues,Pop/Rock"
MT0013186132,MT0013186132,Q1,Chuck Berry,No Money Down,"Rock & Roll,Pop/Rock"
MT0013193016,MT0013193016,Q4,John Denver,"Poems, Prayers and Promises","Country,Pop/Rock"
MT0013201347,MT0013201347,Q1,Chuck Berry,Almost Grown,Pop/Rock
MT0013209458,MT0013209458,Q3,Howlin' Wolf,How Many More Years,Blues
MT0013216725,MT0013216725,Q2,Big Punisher,Beware,Rap
MT0013219857,MT0013219857,Q3,Ida Cox,Lawdy Lawdy Blues,"Blues,Jazz"
MT0013228223,MT0013228223,Q4,Sandra Church,Together (Wherever We Go),Stage & Screen
MT0013236693,MT0013236693,Q1,Meat Loaf,You Took the Words Right Out of My Mouth (Hot Summer Night),Pop/Rock
MT0013260233,MT0013260233,Q3,Ernest Tubb,"Daddy, When Is Mommy Coming Home",Country
MT0013280170,MT0013280170,Q4,Big Bill Broonzy,"Black, Brown and White",Blues
MT0013283837,MT0013283837,Q3,Bill Anderson,That's What It's Like to Be Lonesome,Country
MT0013289749,MT0013289749,Q3,Lisa Germano,Liquid Pig,Pop/Rock
MT0013305827,MT0013305827,Q4,Don Williams,I've Been Loved by the Best,Country
MT0013328261,MT0013328261,Q3,Jimmy Reed,"Baby, What's on Your Mind","Blues,R&B"
MT0013349760,MT0013349760,Q3,Ray Price,Misty Morning Rain,Country
MT0013350034,MT0013350034,Q1,Fred Astaire,Steppin' Out With My Baby,"Stage & Screen,Vocal"
MT0013411556,MT0013411556,Q4,Gladys Knight & the Pips,Every Beat of My Heart,R&B
MT0013416300,MT0013416300,Q3,Billy Ward,Harbor Lights,R&B
MT0013418800,MT0013418800,Q2,Corrupted Morals,Peer Pressure,Pop/Rock
MT0013458428,MT0013458428,Q3,George Jones,Least of All,Country
MT0013464231,MT0013464231,Q1,Mary J. Blige,Love @ 1st Sight,"Electronic,R&B"
MT0013524535,MT0013524535,Q2,Ludacris,Blow It Out,"Electronic,Rap"
MT0013583287,MT0013583287,Q1,Joe Cuba Sextet,Bang Bang,Latin
MT0013590244,MT0013590244,Q1,Dirty Vegas,Let's Get It On,"R&B,Stage & Screen"
MT0013602925,MT0013602925,Q2,Slayer,Piece by Piece,Pop/Rock
MT0013610638,MT0013610638,Q2,Slayer,Praise of Death,Pop/Rock
MT0013612461,MT0013612461,Q2,David Banner,The Christmas Song,Rap
MT0013613711,MT0013613711,Q2,Slayer,Fight Till Death,Pop/Rock
MT0013616609,MT0013616609,Q2,David Banner,Ooh Aah,Rap
MT0013637631,MT0013637631,Q1,"Earth, Wind & Fire",Brazilian Rhyme,R&B
MT0013649307,MT0013649307,Q3,Johnny Paycheck,Wherever You Are,Country
MT0013658337,MT0013658337,Q1,Elvis Costello,Lovable,"Country,Pop/Rock"
MT0013676763,MT0013676763,Q4,The Louvin Brothers,Gospel Way,Country
MT0013678986,MT0013678986,Q1,Kylie Minogue,Secret (Take You Home),"Electronic,International,Pop/Rock"
MT0013693326,MT0013693326,Q4,Johnny Lee,Lookin' for Love,"Country,Pop/Rock"
MT0013743441,MT0013743441,Q2,The Ataris,Heaven Is Falling,Pop/Rock
MT0013746403,MT0013746403,Q3,Jean Shepard,Someone's Gotta Cry,Country
MT0013752990,MT0013752990,Q2,Anthrax,Bring the Noise,Pop/Rock
MT0013758625,MT0013758625,Q1,Chuck Berry,Sweet Little Sixteen or Johnny B. Goode,Pop/Rock
MT0013764945,MT0013764945,Q3,The Kendalls,Put It Off Until Tomorrow,Country
MT0013795989,MT0013795989,Q1,Beastie Boys,Triple Trouble,"Alternative/Indie Rock,Pop/Rock,Alternative Pop/Rock,Alternative Rap,Rap"
MT0013800071,MT0013800071,Q1,Beyoncï¿½,Naughty Girl,"Pop/Rock,R&B"
MT0013809208,MT0013809208,Q1,P!nk,God Is a DJ [Hyper Remix],Pop/Rock
MT0013833732,MT0013833732,Q4,Crystal Gayle,Somebody Loves You,"Country,Pop/Rock"
MT0013868618,MT0013868618,Q3,Merle Haggard,A Place to Fall Apart,Country
MT0013881862,MT0013881862,Q2,Donots,Time's Up,Pop/Rock
MT0013900095,MT0013900095,Q1,The Futureheads,Decent Days and Nights,Pop/Rock
MT0013906090,MT0013906090,Q1,The Kinks,Party Line,"British Invasion,Contemporary Pop/Rock,Rock & Roll,Pop/Rock"
MT0013921881,MT0013921881,Q2,Wu-Tang Clan,Da Mystery of Chessboxin',Rap
MT0013923586,MT0013923586,Q4,Pete Seeger,This Old Man,"Children's,Folk"
MT0013924254,MT0013924254,Q1,The Kinks,A House in the Country,"Contemporary Pop/Rock,Rock & Roll,British Invasion,Pop/Rock"
MT0013929650,MT0013929650,Q1,Disney,I Wanna Be Like You (The Monkey Song),"Blues,Stage & Screen"
MT0013955066,MT0013955066,Q4,Sergio Mendes,Scarborough Fair,"International,Latin,Pop/Rock"
MT0013960578,MT0013960578,Q1,Patty Loveless,Uncle Pen,Country
MT0013979875,MT0013979875,Q2,Ja Rule,What's My Name,Rap
MT0014005525,MT0014005525,Q1,Snoop Dogg,Signs,Rap
MT0014082915,MT0014082915,Q1,Billie Holiday,Twenty Four Hours a Day,"Blues,Jazz,Vocal"
MT0014116864,MT0014116864,Q2,C-Murder,Camouflage & Murder,Rap
MT0014118699,MT0014118699,Q3,The Mills Brothers,You Always Hur the One You Love,Vocal
MT0014121590,MT0014121590,Q2,Burn the Priest,Preaching to the Converted,Pop/Rock
MT0014135173,MT0014135173,Q2,Burn the Priest,Resurrection #9,Pop/Rock
MT0014209882,MT0014209882,Q2,Ja Rule,It*s Murda,Rap
MT0014215479,MT0014215479,Q4,Michael Franti,Love Kamikaze,"International,Pop/Rock,R&B"
MT0014472963,MT0014472963,Q2,Perquisite,Paranoid,Rap
MT0014498396,MT0014498396,Q4,Jim Brickman,Be Thou Near to Me,"New Age,Pop/Rock,Religious"
MT0014553025,MT0014553025,Q1,Ray Charles,I Got a Woman,"Jazz,R&B"
MT0014553172,MT0014553172,Q4,Casting Crowns,And Now My Lifesong Sings,Religious
MT0014554353,MT0014554353,Q1,Busta Rhymes,Don't Cha,"Electronic,Pop/Rock,R&B"
MT0014555701,MT0014555701,Q1,The Pussycat Dolls,Beep,"Electronic,Pop/Rock,R&B"
MT0014581361,MT0014581361,Q2,Anthrax,Among the Living,Pop/Rock
MT0014584319,MT0014584319,Q4,Will Downing,Heart of Mine,R&B
MT0014584473,MT0014584473,Q3,The Blue Flames,Mystery Train,"Blues,R&B"
MT0014586720,MT0014586720,Q1,Toni Braxton,Take This Ring,"Pop/Rock,R&B"
MT0014594482,MT0014594482,Q2,Anthrax,A.I.R.,Pop/Rock
MT0014612093,MT0014612093,Q4,2Pac,Friends,"R&B,Rap"
MT0014615863,MT0014615863,Q2,Bun B,Trill Recognize Trill,Rap
MT0014619583,MT0014619583,Q1,Ashford & Simpson,Street Corner,R&B
MT0014624309,MT0014624309,Q4,John Tesh,Forever More (I'll Be the One),New Age
MT0014650353,MT0014650353,Q4,Bob Marley,Africa Unite,Reggae
MT0014650360,MT0014650360,Q1,Robert Palmer,I Didn't Mean to Turn You On,"Pop/Rock,R&B"
MT0014664637,MT0014664637,Q1,Jimmy Buffett,Fruitcakes,Pop/Rock
MT0014665667,MT0014665667,Q3,The Jordanaires,Blue Christmas,"Holiday,Pop/Rock"
MT0014665693,MT0014665693,Q3,Fats Domino,What Will I Tell My Heart,"Pop/Rock,R&B"
MT0014693814,MT0014693814,Q3,Rosanne Cash,House on the Lake,"Country,Pop/Rock"
MT0014703649,MT0014703649,Q2,2Pac,Heartz of Men,Rap
MT0014724547,MT0014724547,Q4,Sarah Connor,A New Kingdom,"Holiday,R&B"
MT0014752461,MT0014752461,Q4,Percy Sledge,When a Man Loves a Woman,R&B
MT0014756127,MT0014756127,Q2,Burnt by the Sun,Proof,Pop/Rock
MT0014762437,MT0014762437,Q2,Folly,Brooks Wuz Here,Pop/Rock
MT0014781093,MT0014781093,Q1,Elvis,I Got Stung,Pop/Rock
MT0014790813,MT0014790813,Q2,Fat Joe,Pop U,Rap
MT0014798420,MT0014798420,Q3,Bubba Sparxxx,Ain't Life Grand,Rap
MT0014804830,MT0014804830,Q3,The Comsat Angels,Now I Know,Pop/Rock
MT0014826870,MT0014826870,Q4,Avant,So Many Ways,R&B
MT0014838459,MT0014838459,Q2,Sick of It All,Leader,Pop/Rock
MT0014845647,MT0014845647,Q2,Ministry,Gangree,Pop/Rock
MT0014859055,MT0014859055,Q2,Oh No Not Stereo,Nice Try Suicide Guy,Pop/Rock
MT0014880463,MT0014880463,Q2,Cam'ron,Touch It or Not,Rap
MT0014936205,MT0014936205,Q3,The Drifters,There Goes My Baby,"Pop/Rock,R&B"
MT0014936656,MT0014936656,Q4,Vince Gill,Silver Bells,Holiday
MT0014948707,MT0014948707,Q2,Big Stan,I Run S***,"Electronic,Rap"
MT0014953592,MT0014953592,Q2,DMX,Life Be My Song,"Electronic,Rap"
MT0014957211,MT0014957211,Q2,DMX,Give 'Em What They Want,"Electronic,Rap"
MT0014964772,MT0014964772,Q2,DMX,We in Here,Rap
MT0014974957,MT0014974957,Q2,Slayer,Consfearacy,"Electronic,Pop/Rock"
MT0014980594,MT0014980594,Q2,Slayer,Flesh Storm,Pop/Rock
MT0014992356,MT0014992356,Q1,Christina Aguilera,Candyman,"Pop/Rock,R&B"
MT0014997916,MT0014997916,Q2,Doc Black,Slow Down,"R&B,Rap"
MT0015004867,MT0015004867,Q2,Wednesday 13,American Werewolves in London,"Electronic,Pop/Rock"
MT0015005100,MT0015005100,Q1,Ella Fitzgerald,Too Darn Hot,"Jazz,Vocal"
MT0015019608,MT0015019608,Q2,Wednesday 13,Buried with Children,"Electronic,Pop/Rock"
MT0015026273,MT0015026273,Q2,Dry Kill Logic,From Victim to Killer,"Electronic,Pop/Rock"
MT0015026293,MT0015026293,Q4,The Chipmunks,O Christmas Tree (O Tannenbaum),"Comedy/Spoken,Holiday"
MT0015028144,MT0015028144,Q1,Stacie Orrico,So Simple,"Pop/Rock,Religious"
MT0015032338,MT0015032338,Q4,Mitchell Ayres,Once in Love with Amy,"Stage & Screen,Vocal"
MT0015034564,MT0015034564,Q2,Dry Kill Logic,Lying Through Your Teeth,"Electronic,Pop/Rock"
MT0015139461,MT0015139461,Q3,Calvin Richardson,Drama,"Pop/Rock,R&B"
MT0015428521,MT0015428521,Q1,George Gershwin,I Got Rhythm,Jazz
MT0015465230,MT0015465230,Q3,Bing Crosby,I'm Through with Love,"Jazz,Vocal"
MT0015469804,MT0015469804,Q2,The Game,It's Okay (One Blood),Rap
MT0015471594,MT0015471594,Q4,Sufjan Stevens,We're Goin' to the Country!,"Folk,Pop/Rock"
MT0015477550,MT0015477550,Q4,Sufjan Stevens,Only at Christmas Time,"Folk,Pop/Rock"
MT0015494518,MT0015494518,Q2,Mos Def,Murder of a Teenage Life,Rap
MT0015506396,MT0015506396,Q4,Steven Curtis Chapman,His Eyes,"New Age,Pop/Rock,Religious"
MT0015506741,MT0015506741,Q4,Steven Curtis Chapman,I Will Be Here,"New Age,Pop/Rock,Religious"
MT0015511866,MT0015511866,Q1,Steven Curtis Chapman,Lord of the Dance,"New Age,Pop/Rock,Religious"
MT0015541501,MT0015541501,Q2,The Jam,'A' Bomb in Wardour Street,Pop/Rock
MT0015546206,MT0015546206,Q1,Lil Wayne,All Night Long,R&B
MT0015587436,MT0015587436,Q2,Only Crime,Take Me,Pop/Rock
MT0015599764,MT0015599764,Q3,2XL,Mama of Mine,Rap
MT0015665796,MT0015665796,Q3,Hank Williams,"I'm So Lonesome, I Could Cry",Country
MT0015706588,MT0015706588,Q4,Son House,I'm Satisfied,Blues
MT0015708437,MT0015708437,Q2,Expensive Taste,Slidin' on That Oil,Rap
MT0015709701,MT0015709701,Q4,Burt Bacharach,Don't Go Breaking My Heart,"International,Pop/Rock"
MT0015715008,MT0015715008,Q3,Clutch,White's Ferry,Pop/Rock
MT0015760726,MT0015760726,Q4,Lady Saw,Not the World's Prettiest,Reggae
MT0015883602,MT0015883602,Q3,John Anderson,Weeds,Country
MT0015889071,MT0015889071,Q2,Megadeth,Washington Is Next!,Pop/Rock
MT0015929505,MT0015929505,Q3,Garth Brooks,I've Got a Good Thing Going,Country
MT0015950558,MT0015950558,Q2,Braintax,Obese Lowlifes Restrung,Rap
MT0015962332,MT0015962332,Q2,Dizzee Rascal,Pussyole (Old Skool),Electronic
MT0015971175,MT0015971175,Q2,Hilltop Hoods,Monsters Ball Restrung,Rap
MT0016469828,MT0016469828,Q3,Barrington Levy,Sklylark,Reggae
MT0016743722,MT0016743722,Q2,Plies,Murkin Season,Rap
MT0016770768,MT0016770768,Q1,Led Zeppelin,Bron-Y-Aur Stomp,Pop/Rock
MT0016887233,MT0016887233,Q4,Paul Potts,Silent Night,"Classical,Pop/Rock"
MT0016897938,MT0016897938,Q4,Paul Potts,O Holy Night,"Classical,Pop/Rock"
MT0016913402,MT0016913402,Q3,Dï¿½nï¿½,Dry Lips,Pop/Rock
MT0016915093,MT0016915093,Q2,50 Cent,I'll Still Kill,Rap
MT0016918508,MT0016918508,Q1,50 Cent,All of Me,Rap
MT0016932218,MT0016932218,Q4,Boney James,Santa Baby,"Easy Listening,Holiday,Jazz,New Age"
MT0016933152,MT0016933152,Q3,Deana Carter,Good Hearted Woman,Country
MT0016971741,MT0016971741,Q1,Jennifer Lopez,Do It Well,"Pop/Rock,R&B"
MT0016976154,MT0016976154,Q3,Patsy Cline,Yes' I Understand,Country
MT0017031590,MT0017031590,Q1,Marc Bolan,Beltane Walk,Pop/Rock
MT0017475710,MT0017475710,Q2,Gang Green,Somethings,Pop/Rock
MT0017657810,MT0017657810,Q1,Mary J. Blige,Till the Morning,R&B
MT0017971951,MT0017971951,Q1,Janet Jackson,Feedback,"Electronic,R&B"
MT0018024152,MT0018024152,Q1,Miley Cyrus,Just Like You,"Pop/Rock,Stage & Screen"
MT0018029465,MT0018029465,Q1,Miley Cyrus,See You Again,"Pop/Rock,Stage & Screen"
MT0018031959,MT0018031959,Q1,Miley Cyrus,Life's What You Make It,"Pop/Rock,Stage & Screen"
MT0018044514,MT0018044514,Q3,Tindersticks,The Other Side of the World,Pop/Rock
MT0018288135,MT0018288135,Q2,From Autumn to Ashes,Cherry Kiss,Pop/Rock
MT0018376280,MT0018376280,Q4,The Louvin Brothers,Satan Lied to Me,"Country,Religious"
MT0018450519,MT0018450519,Q1,Lloyd,Sex Education,R&B
MT0018651126,MT0018651126,Q1,Lila Downs,Skeleton,"International,Latin,Pop/Rock"
MT0018669856,MT0018669856,Q2,Bloc Party,Talons,Pop/Rock
MT0018793776,MT0018793776,Q1,Duran Duran,Rio [US Edit],Pop/Rock
MT0019352491,MT0019352491,Q4,K'NAAN,Fatima,Rap
MT0019766193,MT0019766193,Q3,Fischerspooner,In a Modern World,"Electronic,Pop/Rock"
MT0020009125,MT0020009125,Q2,Ace Hood,Don't Get Caught Slippin,Rap
MT0020034314,MT0020034314,Q2,Killswitch Engage,Reckoning,Pop/Rock
MT0026135542,MT0026135542,Q1,Stan Kenton,I've Got You Under My Skin,Jazz
MT0026236933,MT0026236933,Q3,Staind,Save Me,Pop/Rock
MT0026330298,MT0026330298,Q3,Louis Jordan,"Why'd You Do It, Baby?",Jazz
MT0026378461,MT0026378461,Q3,Buick Six,Circles and X's,"Country,Folk,Pop/Rock"
MT0026414107,MT0026414107,Q4,Faith Hill,A Baby Changes Everything,"Country,Holiday"
MT0026520343,MT0026520343,Q2,Sevendust,Ugly,Pop/Rock
MT0026607275,MT0026607275,Q4,Janet Jackson,With U,"Electronic,Pop/Rock,R&B"
MT0026624084,MT0026624084,Q2,Slayer,Supremist,"Electronic,Pop/Rock"
MT0026681751,MT0026681751,Q2,Slayer,Catatonic,Pop/Rock
MT0026682960,MT0026682960,Q3,Fats Domino,Your Cheatin' Heart,R&B
MT0026697228,MT0026697228,Q3,Billie Holiday,Love for Sale,"Jazz,Vocal"
MT0026712161,MT0026712161,Q4,Jodeci,Forever My Lady,R&B
MT0026719173,MT0026719173,Q2,Obituary,Back to One,Pop/Rock
MT0026727455,MT0026727455,Q1,Nicole Scherzinger,Supa Hypnotic,"R&B,Reggae"
MT0026734083,MT0026734083,Q2,A Dying Dream,Sight for Sore Eyes,Pop/Rock
MT0026753145,MT0026753145,Q1,Destiny's Child,Lose My Breath,"Electronic,Pop/Rock,R&B"
MT0026753827,MT0026753827,Q1,Third Day,I Believe,Religious
MT0026776967,MT0026776967,Q4,Tom T. Hall,Me and Jesus,"Country,Pop/Rock"
MT0026790435,MT0026790435,Q1,Chingy,I Like That,Rap
MT0026795261,MT0026795261,Q1,Buddy Guy,She Suits Me to a Tee,Blues
MT0026811443,MT0026811443,Q3,Leo Kottke,Tumbling Tumbleweeds,"Folk,International"
MT0026826094,MT0026826094,Q3,Eddie Cochran,Lonely,Pop/Rock
MT0026898936,MT0026898936,Q2,Sloppy Seconds,Janie Is a Nazi,Pop/Rock
MT0026900439,MT0026900439,Q1,Destiny's Child,8 Days of Christmas,R&B
MT0026903849,MT0026903849,Q2,Cro-Mags,Survival of the Streets,Pop/Rock
MT0026905937,MT0026905937,Q3,T.G. Sheppard,Faking Love,Country
MT0026930415,MT0026930415,Q1,Fred Astaire,The Wedding Cake Walk,"Stage & Screen,Vocal"
MT0026933516,MT0026933516,Q1,The Temptations,Beauty Is Only Skin Deep,R&B
MT0026971941,MT0026971941,Q4,John Denver,Dreamland Express,"Country,Pop/Rock"
MT0026972072,MT0026972072,Q4,Harry James,Sleepy Lagoon,"Easy Listening,Jazz"
MT0026985012,MT0026985012,Q2,Ice Cube,AmeriKKKa's Most Wanted,"Golden Age,Gangsta Rap,West Coast Rap,Hardcore Rap,Rap"
MT0026987140,MT0026987140,Q2,Rage Against the Machine,Pistol Grip Pump,Pop/Rock
MT0026990793,MT0026990793,Q2,The Last Poets,"Run, Nigger","Comedy/Spoken,Rap"
MT0026999750,MT0026999750,Q1,Elton John,Wrap Her Up,Pop/Rock
MT0027023212,MT0027023212,Q4,Count Basie Orchestra,My Kind of Girl,"Jazz,Vocal"
MT0027032503,MT0027032503,Q2,Sepultura,Territory,Pop/Rock
MT0027072382,MT0027072382,Q1,Madonna,Express Yourself,"Adult Contemporary,Dance-Pop,Contemporary Pop/Rock,Pop/Rock,Club/Dance"
MT0027075208,MT0027075208,Q2,Megadeth,Bad Omen,Pop/Rock
MT0027112893,MT0027112893,Q1,ABC,When Smokey Sings,Pop/Rock
MT0027149420,MT0027149420,Q1,Jennifer Lopez,Play,"Electronic,Latin,Pop/Rock,R&B"
MT0027182657,MT0027182657,Q3,Allison Moorer,Set You Free,Country
MT0027317557,MT0027317557,Q2,Geto Boys,I Ain't With Being Broke,Rap
MT0027535695,MT0027535695,Q1,Dolly Parton,Baby I'm Burnin',Country
MT0027696140,MT0027696140,Q1,Ace Hood,Wifey Material,Rap
MT0027797339,MT0027797339,Q1,Sha,Crazy,"International,Pop/Rock"
MT0027859587,MT0027859587,Q4,Jack Johnson,Do You Remember,Pop/Rock
MT0027976714,MT0027976714,Q4,Ella Fitzgerald,Night and Day,"Jazz,Vocal"
MT0028081047,MT0028081047,Q2,Venom,Black Metal,Pop/Rock
MT0028116568,MT0028116568,Q4,Frank Sinatra,Strangers in the Night,"Easy Listening,Jazz,Vocal"
MT0028167155,MT0028167155,Q2,Fight,Nailed to the Gun,"Electronic,Pop/Rock"
MT0028172888,MT0028172888,Q2,Disharmonic Orchestra,Mind Seduction,"Electronic,Pop/Rock"
MT0028213435,MT0028213435,Q2,Slaughter & the Dogs,Cranked up Really High,Pop/Rock
MT0028228337,MT0028228337,Q4,Bob Marley,One Foundation,Reggae
MT0028241237,MT0028241237,Q1,Madonna,Like a Virgin,"Club/Dance,Pop/Rock,Contemporary Pop/Rock"
MT0028242839,MT0028242839,Q4,Cole Porter,High Society/You're Sensational,"Jazz,Vocal"
MT0028293340,MT0028293340,Q4,Nick Lowe,Hope for Us All,"Country,Pop/Rock"
MT0028335228,MT0028335228,Q4,Jim Brickman,Love of My Life,New Age
MT0028338292,MT0028338292,Q3,Manowar,Heart of Steel,Pop/Rock
MT0028348785,MT0028348785,Q2,Flotsam and Jetsam,Straight to Hell,Pop/Rock
MT0028372740,MT0028372740,Q1,Prince,Dirty Mind,"Electronic,Pop/Rock,R&B"
MT0028374210,MT0028374210,Q4,The Temptations,Lady Soul,R&B
MT0028405583,MT0028405583,Q2,Bun B,Rock Like That,Rap
MT0028425911,MT0028425911,Q4,Sarah Connor,The Christmas Song,"Holiday,R&B"
MT0028445777,MT0028445777,Q1,Britney Spears,Early Mornin',Pop/Rock
MT0028452849,MT0028452849,Q1,Ween,Voodoo Lady,Pop/Rock
MT0028471202,MT0028471202,Q2,Anthrax,Indians,Pop/Rock
MT0028498801,MT0028498801,Q4,Jerry Lee Lewis,When a Man Loves a Woman,R&B
MT0028569169,MT0028569169,Q4,The Louvin Brothers,Are You Teasing Me,"Country,Religious"
MT0028577920,MT0028577920,Q3,Split Enz,Charlie,Pop/Rock
MT0028587966,MT0028587966,Q4,The Statler Brothers,In the Garden,"Country,Religious"
MT0028593700,MT0028593700,Q3,Backbone,I Refuse Limitation,Rap
MT0028603801,MT0028603801,Q1,Lisa Stansfield,Mighty Love,"Electronic,Pop/Rock,R&B"
MT0028609181,MT0028609181,Q4,The Heptones,Book of Rules,Reggae
MT0028617657,MT0028617657,Q1,Barbra Streisand,Don't Rain on My Parade,"Pop/Rock,Stage & Screen,Vocal"
MT0028617797,MT0028617797,Q2,Slayer,Sex. Murder. Art.,Pop/Rock
MT0028623145,MT0028623145,Q2,Nuclear Assault,The Plague,Pop/Rock
MT0028627699,MT0028627699,Q1,Marvin Gaye,I'll Be Doggone [Juke Box Single Version (Stereo)],R&B
MT0028691865,MT0028691865,Q3,Lightnin' Hopkins,Goin' Away,Blues
MT0028694655,MT0028694655,Q4,Harry James,Cherry,"Easy Listening,Jazz"
MT0028698324,MT0028698324,Q3,Linda Ronstadt,"Simple Man, Simple Dream","Country,Pop/Rock"
MT0028750297,MT0028750297,Q2,Dimmu Borgir,Reptile,Pop/Rock
MT0028752173,MT0028752173,Q4,Bernd Hess,Duppy Conqueror,Reggae
MT0028753982,MT0028753982,Q4,Tony Bennett,I Love the Winter Weather/I've Got My Love to Keep Me Warm,"Holiday,Jazz,Vocal"
MT0028754256,MT0028754256,Q2,Slayer,Altar of Sacrifice,Pop/Rock
MT0028758101,MT0028758101,Q4,Loreena McKennitt,All Souls Night,"International,New Age"
MT0028772639,MT0028772639,Q2,Sex Pistols,I Wanna Be Me,Pop/Rock
MT0028790582,MT0028790582,Q2,Project Pat,Elbow a Nigga,Rap
MT0028798040,MT0028798040,Q2,Megadeth,Good Mourning/Black Friday,Pop/Rock
MT0028798502,MT0028798502,Q4,Earl Klugh,You Make Me Feel So Young,"Easy Listening,Jazz"
MT0028810869,MT0028810869,Q2,Slayer,Can't Stand You,Pop/Rock
MT0028813190,MT0028813190,Q2,Slayer,Live Undead,Pop/Rock
MT0028813196,MT0028813196,Q4,Lyfe Jennings,More Than a Girl,R&B
MT0028888763,MT0028888763,Q3,Charley Pride,I Can't Believe That You've Stopped Loving Me,Country
MT0028915582,MT0028915582,Q3,Lorrie Morgan,Good as I Was to You,Country
MT0028937743,MT0028937743,Q1,Nick Lowe,Half a Boy and Half a Man,"Latin,Pop/Rock"
MT0028942506,MT0028942506,Q4,Cassandra Wilson,The Very Thought of You,"Jazz,Vocal"
MT0029065626,MT0029065626,Q1,Elton John,Hercules,Pop/Rock
MT0029091265,MT0029091265,Q4,Patsy Cline,Just a Closer Walk with The,"Country,Religious"
MT0029133325,MT0029133325,Q3,Talk Talk,Tomorrow Started,"Electronic,Pop/Rock"
MT0029166572,MT0029166572,Q3,Big Bill Broonzy,Baby!,Blues
MT0029196396,MT0029196396,Q2,Megadeth,Seven,Pop/Rock
MT0029772184,MT0029772184,Q2,Eater,Get Raped,Pop/Rock
MT0029825641,MT0029825641,Q1,Simple Minds,Sanctify Yourself,Pop/Rock
MT0029861029,MT0029861029,Q3,Blind Boy Fuller,Untrue Blues,Blues
